Institute_Type,Do_Not_Call,Secondary_Business_Unit_Id,Parent_Guardian_Email,Major,Company_Website,Postal_Code,Sales_Campaign_Id,Resume,Solution,City,Company_City,Contact_Person_Email,No_of_Work_Experience_Year,Highest_Qualification,EduCLaaS_Account_Manager_Name,UTM_Campaign,Lead_Status,Phone_Number,Date_of_Birth,Contact_DB_Status_Id,FIN_Number,Last_Name,Company_Size_Category_Code,Contact_Source,Address_Line_1,Contact_Owner,Secondary_Business_Acc_Mgr,Company_State_Region,Company_Owner,Cilos_Substage_Id,Industry_Sector_Id,Company_Address_Line_1,UTM_Medium,Company_Name,Company_Phone,Country_Id,NRIC_Number,Website_URL,UTM_Source,Contact_Type_Id,Company_Postal_Code,Industry_Group,Address_Line_2,Primary_Business_Unit_Id,Race_Id,Primary_Business_Acc_Mgr,Job_Title,Managed_Contact,Country,Personal_Email,Current_Income_Yearly,Industry_Sector,First_Name,Company_Code,Sales_Region,Company_Linkedin_URL,Company_Facebook,Agentic_Type_Id,Parent_Guardian_Contact_No,Facebook_Id,Referrer_Address,Viber_Number,Sponsoring_Entity_Id,Company_Domain_Name,Industry,Referred_By,Lifecycle_Stage,State_Region,Mobile_Phone_Number,Parent_Guardian_NRIC_Passport_No,Employee_Range,Company_Notes,Company_Segment,WhatsApp_Phone_Number,Company_Address_Line_2,Annual_Revenue,Nationality_Id,Company_Status,CILOS_Life_Cycle_Stage,Salutation,School_Attended,Desired_Quarter_Intake,Company_UEN_Registration_No,Company_SSIC,Contact_Person,Next_Activity_Date,Partner_Type,LinkedIn_URL,Career_Level,Curation_Id,Referrer_Name,Referrer_Email_Address,Job_Classification,Current_Designation,Company_Email,Marketing_Campaign_Id,Solution_Group_Id,Work_Email,Contact_Notes,Passport_Number,Channel_Ref_Id,Linkedin_Handle,Company_Id,Residence_Status_Id
HigherED,0,9bcf55bf-6b08-4033-880d-f3cce03fc6e8,parent34@example.com,IT,https://company34.com,50000,8279cdd3-c4a1-486e-bbf5-2ed242a3ea6e,resume34.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager34@company.com,5,Master,"Account Manager 34","Campaign 5",Nurture,031153852,1991-12-22,54726329-f7e6-43e3-b790-8971a2249f46,FIN34,Test34,Medium,Purchased,"Street 34",Value_Contact_Owner_34,Value_Secondary_Business_Acc_Mgr_34,KL,"Owner 34",6143bbce-a7d4-42fb-93dd-4c2f51b39c50,ecdb8732-b30c-41a7-8058-b6b5a71e96c4,"Company Street 34",Organic,"Company 34",039544523,f85bd83f-1f33-4f94-b32c-ed8fa1bead6f,NRIC34,https://company34.com,Facebook,eead9fdb-a410-4bad-b576-761b6f4f660b,50000,Public,"Block 34",9de2df90-d0d5-404e-950f-904dd4671bef,c67919f5-2d21-4ec5-b009-767bbbb6173b,Value_Primary_Business_Acc_Mgr_34,Manager,0,Malaysia,user34@example.com,110949,Value_Industry_Sector_34,User34,C34,Value_Sales_Region_34,https://linkedin.com/company/34,https://facebook.com/company34,4da91a20-856a-4747-bfb0-125a6dad11bb,0118426234,fd55ae4b-deeb-400a-8af2-500502685ded,"Ref Address 34",0111772275,60e31a5e-1a85-4833-a6e9-7168d1940aff,company34.com,Education,Value_Referred_By_34,Customer,KL,0124536899,PP34,51-200,"Company notes 34. Company notes 34. Company notes 34. Company notes 34. Company notes 34. Company notes 34. Company notes 34. Company notes 34. Company notes 34. Company notes 34. Company notes 34. Company notes 34. ",Government,0189643934,"Company Block 34",199589,d34e3e92-ee3c-4700-91c7-887ec730d3c6,Active,Value_CILOS_Life_Cycle_Stage_34,Mdm,"Test University 34",2025-Q3,UEN34,SSIC34,"Manager 34",2026-03-04,Reseller,https://linkedin.com/in/user34,Value_Career_Level_34,c9b1df9c-26c6-4ac4-8f1e-3e01cafdc9cc,"Referrer 34",Value_Referrer_Email_Address_34,Sales,Senior,contact34@company.com,672ce8fe-04f9-45a5-90e5-b7a6cf75a915,f25593a4-f67e-4515-b392-9a081fe8a6aa,work34@example.com,"Generated note 34. Generated note 34. Generated note 34. Generated note 34. Generated note 34. Generated note 34. Generated note 34. Generated note 34. Generated note 34. Generated note 34. ",PASS34,ded97549-c9de-4173-9a57-4b6413771dd5,handle34,d309faca-0329-4248-99c2-6a608411a198,305640bc-522c-4d90-9e10-32612aba4471
Training-Institute,1,ffd2e6bf-da83-438f-85f3-1f099115dfbd,parent35@example.com,Engineering,https://company35.com,50000,915b8694-f662-4ce9-a8f8-1f591ee52e92,resume35.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager35@company.com,10,PhD,"Account Manager 35","Campaign 1",Converted,034439157,1988-05-27,1b514260-a3e3-4e16-809f-16c451985c8f,FIN35,Test35,Large,Linkedin,"Street 35",Value_Contact_Owner_35,Value_Secondary_Business_Acc_Mgr_35,KL,"Owner 35",26bad9bf-d221-4ae2-a6e4-bdfa387e8ace,11e2a960-52fa-43d7-ad5c-24125097b051,"Company Street 35",Referral,"Company 35",038088810,f1ffb08f-c71b-4150-b9df-50fc6bbbfa0a,NRIC35,https://company35.com,Direct,3d45dfe8-ef86-482b-b679-702c74b7a7e9,50000,NGO,"Block 35",aac5ab84-84f8-45cc-9aae-c3632c374e79,efb1e9f7-21a2-442e-bc80-8b49d5dfee6d,Value_Primary_Business_Acc_Mgr_35,Developer,1,Malaysia,user35@example.com,140118,Value_Industry_Sector_35,User35,C35,Value_Sales_Region_35,https://linkedin.com/company/35,https://facebook.com/company35,b6503d19-94f9-4947-bfad-a809d6e477b4,0142414697,35530d47-7ced-4cf8-82bd-3a276f6be83f,"Ref Address 35",0133604728,facba83d-cdc9-4ba6-964e-fbae56bb4e98,company35.com,Retail,Value_Referred_By_35,Alumni,KL,0185948466,PP35,201-500,"Company notes 35. Company notes 35. Company notes 35. Company notes 35. Company notes 35. Company notes 35. Company notes 35. Company notes 35. Company notes 35. Company notes 35. Company notes 35. Company notes 35. ",Education,0197390468,"Company Block 35",49936,64723194-1f4e-4306-978b-2975ef57a53e,Inactive,Value_CILOS_Life_Cycle_Stage_35,Mr,"Test University 35",2025-Q4,UEN35,SSIC35,"Manager 35",2026-03-04,Direct,https://linkedin.com/in/user35,Value_Career_Level_35,ef7dbd54-475f-4e2f-96d5-88c61cc231e6,"Referrer 35",Value_Referrer_Email_Address_35,Marketing,Lead,contact35@company.com,a0ab5df3-4097-4a83-98da-d2f1e2fccd39,a2b84290-fa4a-4d03-b2f5-183e71d30c0e,work35@example.com,"Generated note 35. Generated note 35. Generated note 35. Generated note 35. Generated note 35. Generated note 35. Generated note 35. Generated note 35. Generated note 35. Generated note 35. ",PASS35,2536353a-520f-46a1-af0b-a911894bc6cd,handle35,b2647a05-fe0a-4aa4-9b1d-0865203a4adb,848ca6d5-78f6-4d3d-af42-b3d7948f49ca
HigherED,0,e0931b89-7d64-4b55-b714-359e9d71626c,parent36@example.com,"Computer Science",https://company36.com,50000,b4b7fb86-58e7-4369-882b-43ee4a5e3262,resume36.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager36@company.com,10,Diploma,"Account Manager 36","Campaign 2",New,031581812,1984-04-06,17c5cae9-3030-4085-88c9-9abc179ab863,FIN36,Test36,Small,Marketing,"Street 36",Value_Contact_Owner_36,Value_Secondary_Business_Acc_Mgr_36,KL,"Owner 36",92169d77-bc30-40a8-810a-5aade268157b,cb2dae5a-961f-4ac5-a676-9ab7ae74f4fa,"Company Street 36",CPC,"Company 36",031397213,d7e1edf2-5601-4871-b793-c87fff75561e,NRIC36,https://company36.com,Google,e1170ce4-21ef-4871-af45-470c714b8ccb,50000,Private,"Block 36",6fb27baa-8e33-4ead-8b78-04e0bee585a6,48611130-1f7d-4a88-bb47-a1ee29aec2e0,Value_Primary_Business_Acc_Mgr_36,Engineer,0,Malaysia,user36@example.com,140176,Value_Industry_Sector_36,User36,C36,Value_Sales_Region_36,https://linkedin.com/company/36,https://facebook.com/company36,2d310ac6-142c-4cdc-9038-f873c200df2d,0185516819,74c749a8-c125-4212-8fdf-343e83c3153b,"Ref Address 36",0196680408,ee55132a-0414-442d-9d79-5c94c2b4b3c0,company36.com,Technology,Value_Referred_By_36,Prospect,KL,0128036940,PP36,1-10,"Company notes 36. Company notes 36. Company notes 36. Company notes 36. Company notes 36. Company notes 36. Company notes 36. Company notes 36. Company notes 36. Company notes 36. Company notes 36. Company notes 36. ",Corporate,0141817151,"Company Block 36",352408,a086e490-0c95-4792-b1e5-bb9cc55d6bf3,Active,Value_CILOS_Life_Cycle_Stage_36,Ms,"Test University 36",2025-Q1,UEN36,SSIC36,"Manager 36",2026-03-04,Partner,https://linkedin.com/in/user36,Value_Career_Level_36,a5e0f300-7559-43ec-8d5e-cbe50987dfbe,"Referrer 36",Value_Referrer_Email_Address_36,IT,Junior,contact36@company.com,95133729-11a0-479e-93b4-f3d3c0644567,7baa5bef-773f-427b-ae30-3bfac5da2f96,work36@example.com,"Generated note 36. Generated note 36. Generated note 36. Generated note 36. Generated note 36. Generated note 36. Generated note 36. Generated note 36. Generated note 36. Generated note 36. ",PASS36,a26172f0-00ad-4b91-a984-60771bd187c4,handle36,25cd0baf-ddda-46a1-ae08-d2b9413a7bac,b9544107-7cef-4ca7-9835-635f1e391a9f
Training-Institute,1,0b8885f8-72e5-4cc4-aaec-1a2f4f05d387,parent37@example.com,Business,https://company37.com,50000,2ecbdcc3-1c65-4237-a02c-aae56fe3ec91,resume37.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager37@company.com,13,Degree,"Account Manager 37","Campaign 3",Working,033465117,1990-04-14,81c19f4d-8290-49eb-b100-94b063022939,FIN37,Test37,Medium,Sales,"Street 37",Value_Contact_Owner_37,Value_Secondary_Business_Acc_Mgr_37,KL,"Owner 37",408e892a-20a1-4b4d-bdc6-54563377a5de,ee63bd57-8fe5-48d4-a951-03ff072caf50,"Company Street 37",Email,"Company 37",034895882,20c9286b-5010-4b89-9068-08a877642613,NRIC37,https://company37.com,LinkedIn,89ab473b-e86b-45cc-b848-72c902494edd,50000,Public,"Block 37",934c956a-0104-44ab-a3f4-613c8d691fcc,1823a8ff-57a1-4232-aa08-538dc704a20e,Value_Primary_Business_Acc_Mgr_37,Analyst,1,Malaysia,user37@example.com,100061,Value_Industry_Sector_37,User37,C37,Value_Sales_Region_37,https://linkedin.com/company/37,https://facebook.com/company37,00788f52-9a30-49ab-9467-d0fe2f851a59,0150113370,a1617bed-90d6-46c3-b8b5-25b01ddd3b42,"Ref Address 37",0144773579,cfcb4503-65e7-4a64-85cf-50c8d9f79e66,company37.com,Finance,Value_Referred_By_37,Lead,KL,0139131353,PP37,11-50,"Company notes 37. Company notes 37. Company notes 37. Company notes 37. Company notes 37. Company notes 37. Company notes 37. Company notes 37. Company notes 37. Company notes 37. Company notes 37. Company notes 37. ",SME,0184849984,"Company Block 37",56366,c82d5ab2-aaec-4917-ad5e-6bceaad51799,Inactive,Value_CILOS_Life_Cycle_Stage_37,Mrs,"Test University 37",2025-Q2,UEN37,SSIC37,"Manager 37",2026-03-04,Reseller,https://linkedin.com/in/user37,Value_Career_Level_37,8309ed8d-1039-4bef-b244-cadd270c4684,"Referrer 37",Value_Referrer_Email_Address_37,Finance,Mid,contact37@company.com,f9dbe3e6-10d5-4a0c-b1f9-a15138cc51b2,41edf4a8-e2a3-4a93-a72e-c0f65521b5c9,work37@example.com,"Generated note 37. Generated note 37. Generated note 37. Generated note 37. Generated note 37. Generated note 37. Generated note 37. Generated note 37. Generated note 37. Generated note 37. ",PASS37,b9900f28-efd6-4295-bdfb-b1171172da84,handle37,e8bb44ba-416e-4510-85b3-c9daf193fa1e,f4366676-4df7-4e75-8a6d-f0b0c4e7aca1
HigherED,0,5f7e099d-cffe-4b7e-9dcb-a747e9416e82,parent38@example.com,IT,https://company38.com,50000,b6591bfa-41d4-443a-8988-c95f1e51fb0f,resume38.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager38@company.com,1,Master,"Account Manager 38","Campaign 4",Nurture,034839663,1992-06-03,d279d581-c5fb-4ba9-8d25-a81818e10b36,FIN38,Test38,Large,Purchased,"Street 38",Value_Contact_Owner_38,Value_Secondary_Business_Acc_Mgr_38,KL,"Owner 38",b51e765e-35d7-4bcc-a04e-2b63d95ad139,93b6e56a-1e1c-4d46-973e-2b459c83d94e,"Company Street 38",Organic,"Company 38",031652020,e0ba3895-c7b2-4484-bb4e-e3e9d90718a6,NRIC38,https://company38.com,Facebook,f45e4d00-fcf3-4550-8b4b-8c91bd4b5d7a,50000,NGO,"Block 38",1ee8eab1-07d0-4e30-9446-28040c4d1d20,7cf2c5ff-1f83-4f5d-bd8f-75ece452c1b5,Value_Primary_Business_Acc_Mgr_38,Manager,0,Malaysia,user38@example.com,126396,Value_Industry_Sector_38,User38,C38,Value_Sales_Region_38,https://linkedin.com/company/38,https://facebook.com/company38,b4f933c1-d055-41ec-9354-7a86a095f94c,0180508874,c985dbba-24a2-4ba0-8c71-f716ebf1e01c,"Ref Address 38",0180213453,3adda3b6-3228-4a54-873d-c2e54fa68a2a,company38.com,Education,Value_Referred_By_38,Customer,KL,0184831580,PP38,51-200,"Company notes 38. Company notes 38. Company notes 38. Company notes 38. Company notes 38. Company notes 38. Company notes 38. Company notes 38. Company notes 38. Company notes 38. Company notes 38. Company notes 38. ",Government,0123412146,"Company Block 38",399974,ec887323-8d95-42e6-8700-bfd471c2365f,Active,Value_CILOS_Life_Cycle_Stage_38,Dr,"Test University 38",2025-Q3,UEN38,SSIC38,"Manager 38",2026-03-04,Direct,https://linkedin.com/in/user38,Value_Career_Level_38,ba4e28f5-bee1-4919-a7f8-b09806eb0b3f,"Referrer 38",Value_Referrer_Email_Address_38,Sales,Senior,contact38@company.com,9cad1774-e328-4080-b876-68e88da73763,0d9f3ced-3702-46ed-8451-65ac4916e515,work38@example.com,"Generated note 38. Generated note 38. Generated note 38. Generated note 38. Generated note 38. Generated note 38. Generated note 38. Generated note 38. Generated note 38. Generated note 38. ",PASS38,b52d5fc7-813a-4244-b874-777b09178b07,handle38,9a365776-1997-4985-a285-3a463dd20d76,20b39f04-f40a-4e9b-a8f4-7494a341963d
Training-Institute,1,51d49da6-0fda-4ec0-8f3e-17fa5f0825ce,parent39@example.com,Engineering,https://company39.com,50000,e1ffbcb6-5d8d-47e7-9d35-d489eccad557,resume39.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager39@company.com,4,PhD,"Account Manager 39","Campaign 5",Converted,031474673,1998-06-09,c4dce112-9c0d-4ce6-9045-bc4d0efc0675,FIN39,Test39,Small,Linkedin,"Street 39",Value_Contact_Owner_39,Value_Secondary_Business_Acc_Mgr_39,KL,"Owner 39",d3897220-46ba-498c-a752-bee5e3e0b2f6,b9aee393-bc06-4b97-8ebd-84a4f65742c4,"Company Street 39",Referral,"Company 39",035963574,a7e6ac81-9146-4769-8f61-d4a36a73002e,NRIC39,https://company39.com,Direct,2309b970-945a-4f0d-afb4-ff25c593fd2c,50000,Private,"Block 39",082437a7-5477-41e8-9384-556d99857b2d,1bbac18e-90a6-4392-b23b-ad74cefc7caf,Value_Primary_Business_Acc_Mgr_39,Developer,1,Malaysia,user39@example.com,38644,Value_Industry_Sector_39,User39,C39,Value_Sales_Region_39,https://linkedin.com/company/39,https://facebook.com/company39,8e636bc2-15ab-4cc3-a52b-c0a423e485d1,0117129286,b469d744-8c14-4d9c-9657-06b7e52f4f39,"Ref Address 39",0119557662,58883354-182c-4253-82b6-7d9ba261be43,company39.com,Retail,Value_Referred_By_39,Alumni,KL,0136278587,PP39,201-500,"Company notes 39. Company notes 39. Company notes 39. Company notes 39. Company notes 39. Company notes 39. Company notes 39. Company notes 39. Company notes 39. Company notes 39. Company notes 39. Company notes 39. ",Education,0110897491,"Company Block 39",416081,df3c4fb8-1ef4-4630-8816-18f0c3a008e4,Inactive,Value_CILOS_Life_Cycle_Stage_39,Mdm,"Test University 39",2025-Q4,UEN39,SSIC39,"Manager 39",2026-03-04,Partner,https://linkedin.com/in/user39,Value_Career_Level_39,5f037ccc-0d7f-4b42-b50c-9a5cede020ab,"Referrer 39",Value_Referrer_Email_Address_39,Marketing,Lead,contact39@company.com,c525be87-9d38-420d-882a-db7b81b7929c,d423f7c4-0b3b-4ea6-9499-59c9541e0ff6,work39@example.com,"Generated note 39. Generated note 39. Generated note 39. Generated note 39. Generated note 39. Generated note 39. Generated note 39. Generated note 39. Generated note 39. Generated note 39. ",PASS39,a9495342-8e3f-46d3-969b-7464124998e6,handle39,84e7f0d4-9f32-4a52-ab4d-da547320ab1c,1b63e05c-0940-4546-9e34-142634e490ed
HigherED,0,645dff04-51bf-473c-bbed-4d8b843c9f06,parent40@example.com,"Computer Science",https://company40.com,50000,dd791586-fe55-456f-a854-afbea3301906,resume40.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager40@company.com,8,Diploma,"Account Manager 40","Campaign 1",New,036074595,1987-01-02,1fac94e3-f914-4cec-8a9d-24bf581e6a40,FIN40,Test40,Medium,Marketing,"Street 40",Value_Contact_Owner_40,Value_Secondary_Business_Acc_Mgr_40,KL,"Owner 40",99e3ada6-327e-4901-ab6e-1277461c9ccf,25945db7-b574-4a9a-b544-cbb1ab04e94f,"Company Street 40",CPC,"Company 40",032631388,d349dd68-b7ad-40c3-bf79-bb5bba3c33da,NRIC40,https://company40.com,Google,827a8eb7-296a-42d6-ba10-e612a4558572,50000,Public,"Block 40",11fcce04-6b69-4650-a5ec-5133cf4480db,3c5348ac-0031-4fb7-8da4-749f27ed62d7,Value_Primary_Business_Acc_Mgr_40,Engineer,0,Malaysia,user40@example.com,31143,Value_Industry_Sector_40,User40,C40,Value_Sales_Region_40,https://linkedin.com/company/40,https://facebook.com/company40,095df40d-3b23-4071-a0c2-e470dd5eefed,0157479414,1d54f4ce-5f2f-4a1b-a10a-deaaa95ba6c5,"Ref Address 40",0179672692,962bdc3b-78a0-4370-9e5b-22b9ca4dde8b,company40.com,Technology,Value_Referred_By_40,Prospect,KL,0197533293,PP40,1-10,"Company notes 40. Company notes 40. Company notes 40. Company notes 40. Company notes 40. Company notes 40. Company notes 40. Company notes 40. Company notes 40. Company notes 40. Company notes 40. Company notes 40. ",Corporate,0196849081,"Company Block 40",125000,a843927c-29d7-4d89-b4a9-a4eb6f154385,Active,Value_CILOS_Life_Cycle_Stage_40,Mr,"Test University 40",2025-Q1,UEN40,SSIC40,"Manager 40",2026-03-04,Reseller,https://linkedin.com/in/user40,Value_Career_Level_40,d6422fc5-9e0f-4372-a442-2ffae017936a,"Referrer 40",Value_Referrer_Email_Address_40,IT,Junior,contact40@company.com,e51d34cf-29a6-4cd1-88ba-d8e750758e64,db8de724-c058-47cf-8d1e-e79ead6e1c60,work40@example.com,"Generated note 40. Generated note 40. Generated note 40. Generated note 40. Generated note 40. Generated note 40. Generated note 40. Generated note 40. Generated note 40. Generated note 40. ",PASS40,a95b10fe-de64-4a28-8cb3-e48b1de1f9b6,handle40,dd373345-35b9-4409-8937-5d403d9b6124,1f3c7e06-a6ee-4d6b-b887-59b6e33967d3
Training-Institute,1,5e2f5fbd-64d1-452b-bfb2-c648af4ca0fa,parent41@example.com,Business,https://company41.com,50000,a968530c-dd47-43e9-82ac-fd367528fbfa,resume41.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager41@company.com,12,Degree,"Account Manager 41","Campaign 2",Working,037664919,1992-02-26,b0128968-3d72-4f47-9b70-cc087065aca9,FIN41,Test41,Large,Sales,"Street 41",Value_Contact_Owner_41,Value_Secondary_Business_Acc_Mgr_41,KL,"Owner 41",bdc9f9f4-c6e5-450d-b78e-e04d7150390b,3e7b6dda-db74-43c3-add5-c4e15af54a45,"Company Street 41",Email,"Company 41",035022491,2c9dc2f0-ec84-4c82-8492-a98c7d34ea2f,NRIC41,https://company41.com,LinkedIn,18cfd318-a5b3-4382-9e24-935e94ab60e7,50000,NGO,"Block 41",35c51972-b891-4fba-9ef2-6ec60c123c07,3da64e18-2618-45d4-8230-9f1a2f4b7bc6,Value_Primary_Business_Acc_Mgr_41,Analyst,1,Malaysia,user41@example.com,145031,Value_Industry_Sector_41,User41,C41,Value_Sales_Region_41,https://linkedin.com/company/41,https://facebook.com/company41,25b19505-f426-40e1-8ddf-eab0c6975932,0142016608,92760d36-e70c-4a6a-b8fa-e5981baa7f18,"Ref Address 41",0123545463,859a35e6-8384-4b22-ae7d-efe63de3fbef,company41.com,Finance,Value_Referred_By_41,Lead,KL,0187739862,PP41,11-50,"Company notes 41. Company notes 41. Company notes 41. Company notes 41. Company notes 41. Company notes 41. Company notes 41. Company notes 41. Company notes 41. Company notes 41. Company notes 41. Company notes 41. ",SME,0124911905,"Company Block 41",486245,383ec8b8-db1f-40ef-b3e0-0c7ee7026f28,Inactive,Value_CILOS_Life_Cycle_Stage_41,Ms,"Test University 41",2025-Q2,UEN41,SSIC41,"Manager 41",2026-03-04,Direct,https://linkedin.com/in/user41,Value_Career_Level_41,53df4ae4-2f3c-409c-a815-aa5e726bd379,"Referrer 41",Value_Referrer_Email_Address_41,Finance,Mid,contact41@company.com,8713a9e8-787f-48b6-b119-2b2e847486e4,e9d87363-246d-44e2-adf6-1f0caff4082c,work41@example.com,"Generated note 41. Generated note 41. Generated note 41. Generated note 41. Generated note 41. Generated note 41. Generated note 41. Generated note 41. Generated note 41. Generated note 41. ",PASS41,be7656c1-4d92-4ed8-8f61-c9d6889d0c7d,handle41,c53aad83-c25e-4dfb-b4bf-4cfce6114481,a93dc978-bd2d-4292-8bd6-72d857a24566
HigherED,0,e9cf8a05-8e84-4729-8ff1-a18f634d1d3c,parent42@example.com,IT,https://company42.com,50000,e90c5f8c-31d3-4ee0-8a4b-d5ec0c133f7c,resume42.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager42@company.com,12,Master,"Account Manager 42","Campaign 3",Nurture,036010824,1990-08-06,f9f18f1b-a9bf-44cf-8f26-3f5905dd2e0a,FIN42,Test42,Small,Purchased,"Street 42",Value_Contact_Owner_42,Value_Secondary_Business_Acc_Mgr_42,KL,"Owner 42",680e4ea7-747b-4dfc-9778-e6d2dc1b5b38,4593258d-bd26-490b-a065-502a421ef2ad,"Company Street 42",Organic,"Company 42",035548227,ce865578-35a4-494a-aad0-d6eeb83b5709,NRIC42,https://company42.com,Facebook,baa3197e-fec6-44a6-ac0b-34c09829e5f3,50000,Private,"Block 42",41d14f1e-7f56-45fe-bd8c-7d513a0821c6,dbcf4b54-e684-4e24-9416-5c06bfa7c9d4,Value_Primary_Business_Acc_Mgr_42,Manager,0,Malaysia,user42@example.com,66416,Value_Industry_Sector_42,User42,C42,Value_Sales_Region_42,https://linkedin.com/company/42,https://facebook.com/company42,20255893-7955-4a42-9ab9-78bd83170925,0183577284,6254f971-4680-4d11-9c1e-4d5ef7b41bd9,"Ref Address 42",0184420554,07314acc-ce84-4d6a-b387-fd8e13b887a6,company42.com,Education,Value_Referred_By_42,Customer,KL,0138011312,PP42,51-200,"Company notes 42. Company notes 42. Company notes 42. Company notes 42. Company notes 42. Company notes 42. Company notes 42. Company notes 42. Company notes 42. Company notes 42. Company notes 42. Company notes 42. ",Government,0115595283,"Company Block 42",402006,a4a2cbd6-a158-4b86-980a-96c0e11374a1,Active,Value_CILOS_Life_Cycle_Stage_42,Mrs,"Test University 42",2025-Q3,UEN42,SSIC42,"Manager 42",2026-03-04,Partner,https://linkedin.com/in/user42,Value_Career_Level_42,bbb79bf6-cb1b-4ddb-b851-5a629ef548e1,"Referrer 42",Value_Referrer_Email_Address_42,Sales,Senior,contact42@company.com,542ea553-ff2a-44ad-8773-7deccd5768ef,6ae91f02-179c-48bc-91ad-5d248446a7a5,work42@example.com,"Generated note 42. Generated note 42. Generated note 42. Generated note 42. Generated note 42. Generated note 42. Generated note 42. Generated note 42. Generated note 42. Generated note 42. ",PASS42,35793ba0-ba12-49df-ba9d-0654f456cd2c,handle42,b233c5d2-abfd-4d77-a8c9-e0b6b3f20cf1,98e511bf-3b52-470c-a2f7-c3b3f0e56083
Training-Institute,1,a3642180-a23c-4b62-8177-ace478b9df9c,parent43@example.com,Engineering,https://company43.com,50000,fd785ed7-312a-4de5-8107-a5e02906a1f2,resume43.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager43@company.com,14,PhD,"Account Manager 43","Campaign 4",Converted,038004402,1984-07-22,e62441d1-3889-4881-8e29-3f940f0fe31f,FIN43,Test43,Medium,Linkedin,"Street 43",Value_Contact_Owner_43,Value_Secondary_Business_Acc_Mgr_43,KL,"Owner 43",066afd1c-7a1b-448f-91d7-f329fe95fbc4,95ade283-6b45-4f7c-a73b-cd3012ab1413,"Company Street 43",Referral,"Company 43",036693340,874bef09-cf8a-4246-8d95-44e8082b4063,NRIC43,https://company43.com,Direct,463a82db-9ab7-44cd-9d05-fa66026851a3,50000,Public,"Block 43",ce11a29e-3221-465e-bef6-30f8164b6842,91f19514-d085-4c71-b2bd-a5a903424117,Value_Primary_Business_Acc_Mgr_43,Developer,1,Malaysia,user43@example.com,139343,Value_Industry_Sector_43,User43,C43,Value_Sales_Region_43,https://linkedin.com/company/43,https://facebook.com/company43,e1f3abad-45c0-41fd-9644-29d2ca940602,0151208470,cefaf961-37bb-48e3-a949-626e694afb91,"Ref Address 43",0117060111,0946e7be-e3c2-4f28-922d-7e78abeb47f6,company43.com,Retail,Value_Referred_By_43,Alumni,KL,0143844415,PP43,201-500,"Company notes 43. Company notes 43. Company notes 43. Company notes 43. Company notes 43. Company notes 43. Company notes 43. Company notes 43. Company notes 43. Company notes 43. Company notes 43. Company notes 43. ",Education,0158893144,"Company Block 43",319533,44156dc7-9c0a-4e24-829f-6e752b46fe18,Inactive,Value_CILOS_Life_Cycle_Stage_43,Dr,"Test University 43",2025-Q4,UEN43,SSIC43,"Manager 43",2026-03-04,Reseller,https://linkedin.com/in/user43,Value_Career_Level_43,33804986-c06f-44d3-a2fc-a368c776e3ca,"Referrer 43",Value_Referrer_Email_Address_43,Marketing,Lead,contact43@company.com,544222db-a8fe-42cb-affe-de67361ce44d,01e93c4c-9211-4726-b2cd-5be83b39d2cf,work43@example.com,"Generated note 43. Generated note 43. Generated note 43. Generated note 43. Generated note 43. Generated note 43. Generated note 43. Generated note 43. Generated note 43. Generated note 43. ",PASS43,47f6fb99-f826-4c36-b6f7-681cee610ac8,handle43,2d94127e-fc82-4bae-807a-0fb5adad554a,6a19fafb-6862-4a88-a95a-35efd26a3567
